,LAT_016,LONG_017,lat,long,elevation
0,30474600,81321420,30.785,-81.534,-29.53
1,30462740,81323950,30.767,-81.534,22.97
2,30475430,81320060,30.785,-81.533,-32768.0
3,31330400,84053450,31.55,-84.084,187.01
4,31325150,84054240,31.535,-84.085,232.94
5,32182583,84503354,32.301,-84.834,344.49
6,32262085,84435868,32.434,-84.718,446.19
7,32264263,84452360,32.435,-84.751,364.17
8,32232342,84555487,32.384,-84.918,400.26
9,32230120,84554542,32.383,-84.918,360.89
10,32190293,84583679,32.317,-84.968,262.47
11,32191891,84595879,32.317,-84.985,262.47
12,32250746,84501558,32.417,-84.834,291.99
13,32215312,84490141,32.351,-84.817,387.14
14,31422653,82192834,31.701,-82.317,200.13
15,31352295,82150612,31.584,-82.25,124.67
16,31352043,82123060,31.584,-82.201,150.92
17,31500844,82172130,31.834,-82.284,157.48
18,31511789,82160242,31.85,-82.267,193.57
19,31515364,82091414,31.851,-82.15,144.36
20,31323807,82083433,31.534,-82.134,124.67
21,31480568,82292418,31.8,-82.484,223.1
22,31432866,82301778,31.717,-82.5,177.17
23,31452376,82224645,31.751,-82.368,213.25
24,31445812,82234693,31.735,-82.385,200.13
25,31431556,82272599,31.717,-82.451,209.97
26,31402096,82190876,31.667,-82.317,160.76
27,31363830,82162575,31.601,-82.267,124.67
28,31495152,82193896,31.818,-82.318,190.29
29,31414027,82264549,31.684,-82.435,219.82
30,31451162,82185626,31.75,-82.302,203.41
31,31420550,82075826,31.7,-82.118,200.13
32,31302260,82115787,31.501,-82.185,121.39
33,31420594,82075952,31.7,-82.118,200.13
34,31505330,82101254,31.835,-82.167,167.32
35,31500559,82115718,31.833,-82.185,147.64
36,31384652,82174139,31.635,-82.284,183.73
37,31450234,82311030,31.75,-82.517,193.57
38,31434755,82221312,31.718,-82.367,206.69
39,31434755,82221365,31.718,-82.367,206.69
40,31442219,82215714,31.734,-82.352,196.85
41,31442275,82215779,31.734,-82.352,196.85
42,31450993,82281887,31.75,-82.467,213.25
43,31463644,82232662,31.768,-82.384,200.13
44,31445280,82301602,31.735,-82.5,246.06
45,31421555,82195530,31.7,-82.318,187.01
46,31213157,83060658,31.351,-83.1,223.1
47,31162456,82425778,31.267,-82.702,190.29
48,31201305,82460642,31.334,-82.767,183.73
49,31155425,82434476,31.252,-82.718,173.88
50,31182622,82420640,31.301,-82.7,157.48
51,31182876,82420327,31.301,-82.7,157.48
52,31193428,82410070,31.318,-82.683,157.48
53,31212433,82530153,31.351,-82.883,236.22
54,31194612,82453765,31.318,-82.751,206.69
55,31162514,82425688,31.267,-82.702,190.29
56,31213099,83060698,31.351,-83.1,223.1
57,31215342,82501993,31.351,-82.834,219.82
58,31152077,82480428,31.251,-82.8,203.41
59,31142644,82573178,31.234,-82.951,239.5
60,31133640,82471129,31.218,-82.784,190.29
61,31152797,82460642,31.251,-82.767,183.73
62,31200830,82442410,31.334,-82.734,164.04
63,31205017,82542361,31.335,-82.901,206.69
64,31115218,82470902,31.185,-82.784,190.29
65,31134130,82472014,31.218,-82.784,190.29
66,31152998,82491999,31.251,-82.817,200.13
67,31142227,82462146,31.234,-82.767,200.13
68,31213441,82514669,31.351,-82.851,229.66
69,31182271,83030370,31.301,-83.05,226.38
70,31184053,83025118,31.301,-83.035,190.29
71,31221740,82590405,31.367,-82.983,229.66
72,31201420,82500934,31.334,-82.834,200.13
73,31164656,82512790,31.268,-82.851,206.69
74,31203515,82564996,31.334,-82.935,223.1
75,31340451,82275130,31.567,-82.451,193.57
76,31342438,82274212,31.567,-82.451,193.57
77,31392894,82255480,31.651,-82.418,167.32
78,31352752,82184158,31.584,-82.301,144.36
79,31281574,82205661,31.467,-82.335,164.04
80,31393679,82344699,31.651,-82.568,252.62
81,31294437,82314051,31.485,-82.518,183.73
82,31364694,82310836,31.601,-82.517,229.66
83,31273690,82223709,31.451,-82.368,134.51
84,31290283,82220264,31.483,-82.367,160.76
85,31324185,82323994,31.534,-82.534,200.13
86,31314004,82164249,31.518,-82.268,187.01
87,31273718,82272124,31.451,-82.451,154.2
88,31273895,82271803,31.451,-82.451,154.2
89,31275404,82265028,31.452,-82.435,141.08
90,31283537,82295635,31.468,-82.485,180.45
91,31362607,82342860,31.601,-82.567,223.1
92,31341966,82334870,31.567,-82.551,213.25
93,31380031,82353444,31.633,-82.584,242.78
94,31402874,82274575,31.667,-82.451,177.17
95,31322032,82264725,31.534,-82.435,170.6
96,31252470,82255833,31.417,-82.418,170.6
97,31252557,82255869,31.417,-82.418,170.6
98,31392847,82255422,31.651,-82.418,167.32
99,31384916,82363207,31.635,-82.601,246.06
100,31374516,82220255,31.618,-82.367,170.6
101,31372946,82220746,31.617,-82.367,170.6
102,31210244,84285768,31.35,-84.468,167.32
103,31182545,84201950,31.301,-84.334,150.92
104,31121404,84295236,31.2,-84.485,173.88
105,31194921,84194965,31.318,-84.318,150.92
106,31162103,84291957,31.267,-84.484,154.2
107,31225793,84324686,31.368,-84.535,206.69
108,31241850,84180003,31.401,-84.3,223.1
109,31112529,84290974,31.184,-84.484,167.32
110,31130750,84303722,31.217,-84.501,173.88
111,31202094,84310184,31.334,-84.517,164.04
112,31211818,84331807,31.351,-84.551,170.6
113,31212797,84350895,31.351,-84.584,209.97
114,31214111,84324171,31.351,-84.534,209.97
115,31142313,84313687,31.234,-84.518,193.57
116,31124860,84282359,31.201,-84.467,164.04
117,31233372,84351107,31.384,-84.584,206.69
118,31231482,84275745,31.384,-84.452,196.85
119,31194079,84312964,31.318,-84.517,170.6
120,33032595,83215778,33.051,-83.352,380.58
121,33042701,83202608,33.067,-83.334,380.58
122,33050936,83172710,33.084,-83.284,314.96
123,33054311,83153250,33.085,-83.251,370.73
124,33045614,83141365,33.068,-83.234,328.08
125,33050106,83125522,33.083,-83.202,390.42
126,33112308,83173438,33.184,-83.284,383.86
127,33041498,83132716,33.067,-83.217,341.21
128,33042665,83145402,33.067,-83.235,334.65
129,33020879,83123287,33.034,-83.201,331.36
130,33042172,83131626,33.067,-83.217,341.21
131,33025959,83060299,33.035,-83.1,311.68
132,33065782,83135895,33.102,-83.218,321.52
133,33064406,83064779,33.101,-83.101,498.69
134,33041832,83132159,33.067,-83.217,341.21
135,33051396,83133730,33.084,-83.218,282.15
136,33041427,83133308,33.067,-83.218,328.08
137,33032048,83141817,33.051,-83.234,387.14
138,33045413,83160942,33.068,-83.267,442.91
139,33054354,83153171,33.085,-83.251,370.73
140,33094852,83222994,33.151,-83.367,479.0
141,33020851,83140984,33.034,-83.234,360.89
142,33020268,83150082,33.033,-83.25,311.68
143,33020283,83150194,33.033,-83.25,311.68
144,33045638,83153646,33.068,-83.251,341.21
145,33045646,83153747,33.068,-83.251,341.21
146,33063175,83124709,33.101,-83.201,472.44
147,33040655,83181018,33.067,-83.3,324.8
148,33015518,83221753,33.018,-83.367,511.81
149,33021852,83232135,33.034,-83.384,498.69
150,33034831,83132128,33.051,-83.217,396.98
151,33050157,83141258,33.083,-83.234,367.45
152,32572667,83041261,32.951,-83.067,262.47
153,33051980,83070389,33.084,-83.117,374.02
154,33042444,83200985,33.067,-83.334,380.58
155,33045562,83141660,33.068,-83.234,328.08
156,33024873,83212455,33.035,-83.351,469.16
157,32593054,83042412,32.984,-83.067,288.71
158,32593054,83042316,32.984,-83.067,288.71
159,33004650,83114122,33.001,-83.184,301.84
160,33004722,83114224,33.001,-83.185,295.28
161,34151753,83274690,34.25,-83.451,738.19
162,34160919,83280566,34.267,-83.467,698.82
163,34201726,83291557,34.334,-83.484,734.91
164,34204419,83282301,34.335,-83.467,738.19
165,34155889,83253201,34.252,-83.418,810.37
166,34172994,83243157,34.284,-83.401,685.7
167,34164800,83321712,34.268,-83.534,898.95
168,34172745,83314908,34.284,-83.518,810.37
169,34262040,83253705,34.434,-83.418,698.82
170,34194407,83364287,34.318,-83.601,944.88
171,34154806,83202022,34.251,-83.334,711.94
172,34154284,83270216,34.251,-83.45,751.31
173,34154442,83270406,34.251,-83.45,751.31
174,34155108,83265125,34.251,-83.435,790.68
175,34155302,83265265,34.251,-83.435,790.68
176,34165480,83254483,34.268,-83.418,738.19
177,34165509,83254767,34.268,-83.418,738.19
178,34173382,83245515,34.284,-83.402,702.1
179,34173501,83245695,34.284,-83.402,702.1
180,34224695,83240201,34.368,-83.4,843.18
181,34252780,83231518,34.417,-83.384,731.63
182,34240054,83351172,34.4,-83.584,918.64
183,34235434,83344465,34.385,-83.568,990.81
184,34183553,83275353,34.301,-83.451,754.59
185,34190375,83272077,34.317,-83.451,734.91
186,34154658,83264815,34.251,-83.435,790.68
187,34183668,83264786,34.301,-83.435,682.41
188,34182678,83323642,34.301,-83.534,793.96
189,34164198,83332970,34.268,-83.551,869.42
190,34165170,83300082,34.268,-83.5,698.82
191,34161866,83311862,34.267,-83.517,767.72
192,34154708,83231039,34.251,-83.384,797.24
193,34153052,83211015,34.251,-83.35,725.07
194,34163849,83222161,34.268,-83.367,666.01
195,34171093,83231006,34.284,-83.384,685.7
196,34250386,83310224,34.417,-83.517,771.0
197,34230484,83283680,34.383,-83.468,918.64
198,34182552,83362455,34.301,-83.601,793.96
199,34281336,83340876,34.467,-83.567,1387.8
200,34244608,83310678,34.401,-83.517,866.14
201,34253320,83325161,34.418,-83.535,823.49
202,34222546,83311966,34.367,-83.517,833.33
203,34243488,83340418,34.401,-83.567,1000.66
204,34265028,83263534,34.435,-83.434,915.35
205,34145128,83241350,34.235,-83.4,843.18
206,34255203,83244744,34.418,-83.401,757.87
207,34271602,83275468,34.45,-83.452,767.72
208,34160872,83280480,34.267,-83.467,698.82
209,34183542,83283835,34.301,-83.468,780.84
210,34183560,83283925,34.301,-83.468,780.84
211,34185468,83283014,34.302,-83.468,790.68
212,34185479,83283126,34.302,-83.468,790.68
213,34191214,83281354,34.317,-83.467,728.35
214,34191272,83281430,34.317,-83.467,728.35
215,34193576,83275158,34.318,-83.451,764.44
216,34193388,83275400,34.318,-83.451,764.44
217,34200632,83274410,34.334,-83.451,915.35
218,34200646,83274568,34.334,-83.451,915.35
219,34212311,83280498,34.351,-83.467,948.16
220,34212275,83280588,34.351,-83.467,948.16
221,34214021,83281830,34.351,-83.467,948.16
222,34213812,83281783,34.351,-83.467,948.16
223,34281318,83290369,34.467,-83.483,738.19
224,34175312,83242383,34.285,-83.401,702.1
225,34030867,83394773,34.05,-83.651,731.63
226,34031814,83430141,34.051,-83.717,793.96
227,34015469,83334766,34.018,-83.551,738.19
228,34063441,83485871,34.101,-83.802,846.46
229,34034500,83470056,34.051,-83.783,928.48
230,34021734,83351680,34.034,-83.584,771.0
231,34003852,83511479,34.001,-83.85,1003.94
232,33561273,83413033,33.934,-83.684,787.4
233,34060338,83473561,34.1,-83.784,833.33
234,34060395,83473660,34.1,-83.784,833.33
235,34060108,83473202,34.1,-83.784,833.33
236,34033938,83481346,34.051,-83.8,839.9
237,34044213,83463554,34.068,-83.768,777.56
238,34064960,83485454,34.101,-83.802,846.46
239,33583892,83440762,33.968,-83.734,862.86
240,33571112,83484716,33.95,-83.801,892.39
241,33544784,83442104,33.901,-83.734,810.37
242,33544431,83384747,33.901,-83.635,728.35
243,33563566,83362138,33.934,-83.601,839.9
244,33593303,83330460,33.984,-83.55,816.93
245,33585628,83335655,33.968,-83.552,839.9
246,34024318,83380855,34.035,-83.634,734.91
247,34024700,83380495,34.035,-83.633,761.15
248,34034356,83470744,34.051,-83.784,928.48
249,33572253,83450302,33.951,-83.75,941.6
250,33591629,83414131,33.984,-83.684,908.79
251,33590499,83484348,33.983,-83.801,961.29
252,33575086,83492708,33.951,-83.817,872.7
253,34054938,83484374,34.085,-83.801,813.65
254,33543358,83415312,33.901,-83.685,849.74
255,33573114,83431243,33.951,-83.717,813.65
256,33542800,83431579,33.901,-83.717,784.12
257,34011243,83362325,34.017,-83.601,771.0
258,34052659,84442248,34.084,-84.734,816.93
259,34052626,84442310,34.084,-84.734,816.93
260,34063974,84445920,34.101,-84.735,777.56
261,34064003,84445989,34.101,-84.735,777.56
262,34072046,84445971,34.117,-84.735,859.58
263,34072078,84450057,34.117,-84.75,892.39
264,34091242,84461621,34.15,-84.767,754.59
265,34091483,84464886,34.15,-84.768,738.19
266,34120356,84475816,34.2,-84.785,823.49
267,34120291,84475820,34.2,-84.785,823.49
268,34120684,84480878,34.2,-84.8,741.47
269,34120622,84480896,34.2,-84.8,741.47
270,34121483,84483470,34.2,-84.801,761.15
271,34121450,84483571,34.2,-84.801,761.15
272,34131588,84510198,34.217,-84.85,767.72
273,34131556,84510277,34.217,-84.85,767.72
274,34154161,84513787,34.251,-84.851,810.37
275,34191321,84535752,34.317,-84.885,928.48
276,34123186,84584285,34.201,-84.968,636.48
277,34123254,84584292,34.201,-84.968,636.48
278,34130987,84511303,34.217,-84.85,767.72
279,34131027,84511375,34.217,-84.85,767.72
280,34085420,84494792,34.135,-84.818,688.98
281,34220321,84424849,34.367,-84.701,813.65
282,34221041,84424485,34.367,-84.701,813.65
283,34102794,84453297,34.167,-84.751,895.67
284,34102874,84453297,34.167,-84.751,895.67
285,34223565,84563480,34.368,-84.934,741.47
286,34223698,84561100,34.368,-84.934,741.47
287,34223788,84544003,34.368,-84.901,787.4
288,34200639,84515169,34.334,-84.851,964.57
289,34152210,84473469,34.251,-84.784,803.81
290,34051449,84424539,34.084,-84.701,853.02
291,34084804,84461642,34.135,-84.767,1115.49
292,34104530,84485115,34.168,-84.801,767.72
293,34143472,84532320,34.234,-84.884,793.96
294,34141946,84570421,34.234,-84.95,698.82
295,34144556,85005810,34.235,-85.002,767.72
296,34115366,84441629,34.185,-84.734,994.09
297,34051852,84420219,34.084,-84.7,912.07
298,34051784,84415031,34.084,-84.685,885.83
299,34045145,84403525,34.068,-84.668,905.51
300,34045041,84403529,34.068,-84.668,905.51
301,34051730,84424618,34.084,-84.701,853.02
302,34052767,84432625,34.084,-84.717,958.01
303,34052727,84432733,34.084,-84.717,958.01
304,34070699,84442122,34.117,-84.734,928.48
305,34070753,84442288,34.117,-84.734,928.48
306,34092905,84450734,34.151,-84.75,761.15
307,34092840,84450828,34.151,-84.75,761.15
308,34093621,84451350,34.151,-84.75,761.15
309,34093646,84451519,34.151,-84.75,761.15
310,34094680,84452214,34.151,-84.751,793.96
311,34094680,84452354,34.151,-84.751,793.96
312,34112511,84460008,34.184,-84.767,990.81
313,34112511,84460127,34.184,-84.767,990.81
314,34122397,84454100,34.201,-84.751,977.69
315,34122300,84454222,34.201,-84.751,977.69
316,34144369,84462438,34.235,-84.767,813.65
317,34144275,84462488,34.235,-84.767,813.65
318,34144657,84463172,34.235,-84.768,872.7
319,34144585,84463248,34.235,-84.768,872.7
320,34183222,84501106,34.301,-84.834,951.44
321,34213052,84532313,34.351,-84.884,1020.34
322,34212966,84532511,34.351,-84.884,1020.34
323,34144261,84463522,34.235,-84.768,872.7
324,34065472,84472511,34.102,-84.784,931.76
325,34054491,84592832,34.085,-84.984,728.35
326,34125554,84580757,34.202,-84.967,718.5
327,34220332,84563386,34.367,-84.934,741.47
328,34085211,84551606,34.135,-84.917,692.26
329,34100134,84474498,34.167,-84.785,800.52
330,34105998,84493907,34.168,-84.818,698.82
331,34095587,84493990,34.152,-84.818,705.38
332,34095554,84490069,34.152,-84.817,702.1
333,34131657,84480903,34.217,-84.8,731.63
334,34083332,84442018,34.134,-84.734,1003.94
335,34155803,84495728,34.252,-84.818,915.35
336,34162326,84484071,34.267,-84.801,790.68
337,34054236,84435851,34.085,-84.718,951.44
338,34060381,84441420,34.1,-84.734,787.4
339,34083624,84555160,34.134,-84.918,734.91
340,34063038,84570162,34.101,-84.95,718.5
341,34155306,84593688,34.251,-84.984,764.44
342,34181281,84594862,34.3,-84.985,807.09
343,34164508,84572019,34.268,-84.951,810.37
344,34211846,84560830,34.351,-84.934,708.66
345,34192622,84552733,34.317,-84.917,839.9
346,34214194,84514748,34.351,-84.851,908.79
347,34133291,84504149,34.218,-84.834,935.04
348,34160922,84500250,34.267,-84.833,797.24
349,34181285,84490375,34.3,-84.817,898.95
350,34215306,84453225,34.351,-84.751,869.42
351,34225156,84434299,34.368,-84.718,859.58
352,34234012,84491956,34.384,-84.817,731.63
353,34233825,84500844,34.384,-84.834,800.52
354,34115517,84484237,34.185,-84.801,731.63
355,34134803,84393495,34.218,-84.651,961.29
356,34195336,84411258,34.318,-84.684,1023.62
357,34241227,84401844,34.4,-84.667,882.55
358,34234408,84560466,34.385,-84.933,679.13
359,34230657,84560690,34.384,-84.934,705.38
360,34230387,84563703,34.383,-84.934,698.82
361,34103820,84481548,34.168,-84.8,764.44
362,34071380,84491408,34.117,-84.817,679.13
363,34221452,84564041,34.367,-84.934,741.47
364,34224213,84424690,34.368,-84.701,816.93
365,34231615,84443894,34.384,-84.734,754.59
366,34230470,84490202,34.383,-84.817,754.59
367,34140830,84472605,34.234,-84.784,777.56
368,34150043,84473782,34.25,-84.784,810.37
369,34135037,84562652,34.218,-84.934,774.28
370,34104382,84480594,34.168,-84.8,764.44
371,34081734,84552481,34.134,-84.917,738.19
372,34213319,84552118,34.351,-84.917,813.65
373,34092703,84472821,34.151,-84.784,711.94
374,34091292,84494018,34.15,-84.818,705.38
375,34060986,84460001,34.1,-84.767,734.91
376,34054092,84572232,34.084,-84.951,692.26
377,34162506,84454334,34.267,-84.751,853.02
378,34054840,84563624,34.085,-84.934,797.24
379,34054160,84572253,34.084,-84.951,692.26
380,34054912,84563634,34.085,-84.934,797.24
381,34125868,84410985,34.202,-84.684,1010.5
382,34125608,84403900,34.202,-84.668,889.11
383,34230042,84462622,34.383,-84.767,754.59
384,34083412,84502062,34.134,-84.834,698.82
385,34234012,84470394,34.384,-84.783,833.33
386,34221286,84441165,34.367,-84.734,787.4
387,34081942,84445904,34.134,-84.735,964.57
388,34082043,84445857,34.134,-84.735,964.57
389,34080045,84453421,34.133,-84.751,908.79
390,34080112,84453465,34.133,-84.751,908.79
391,34112044,84552848,34.184,-84.917,656.17
392,34072478,84562059,34.117,-84.934,725.07
393,34075165,84562154,34.118,-84.934,731.63
394,34232553,84400841,34.384,-84.667,1023.62
395,34115758,84500222,34.185,-84.833,797.24
396,34065724,84521736,34.102,-84.867,718.5
397,34065378,84532396,34.101,-84.884,774.28
398,31473022,83143184,31.784,-83.234,295.28
399,31503591,83123891,31.834,-83.201,249.34
400,31422366,83174571,31.701,-83.285,360.89
401,31492096,83110589,31.817,-83.183,236.22
402,31474489,83074827,31.785,-83.118,223.1
403,31393873,83154446,31.651,-83.251,341.21
404,31480554,83271159,31.8,-83.45,311.68
405,31412868,83172666,31.684,-83.284,364.17
406,31460888,83030657,31.767,-83.05,164.04
407,31462802,83155407,31.767,-83.252,275.59
408,31501813,83154395,31.834,-83.251,209.97
409,31492564,83165941,31.817,-83.268,265.75
410,31491675,83255782,31.817,-83.418,383.86
411,31475535,83134123,31.785,-83.218,301.84
412,31443267,83024160,31.734,-83.034,275.59
413,31432769,83070789,31.717,-83.117,272.31
414,31413804,83172940,31.684,-83.284,364.17
415,31490307,83281315,31.817,-83.467,341.21
416,31485652,83282812,31.802,-83.467,331.36
417,31462560,83031350,31.767,-83.05,164.04
418,31482908,83174387,31.801,-83.285,255.91
419,31044198,83121112,31.068,-83.2,203.41
420,31250436,83213376,31.417,-83.351,308.4
421,31230844,83113721,31.384,-83.184,255.91
422,31213693,83061591,31.351,-83.1,223.1
423,31115235,83163641,31.185,-83.268,216.54
424,31115038,83161931,31.185,-83.267,216.54
425,31125443,83160973,31.202,-83.267,209.97
426,31125824,83162622,31.202,-83.267,209.97
427,31281941,83084470,31.467,-83.135,314.96
428,31192114,83175276,31.317,-83.285,255.91
429,31192146,83174743,31.317,-83.285,255.91
430,31202875,83172379,31.334,-83.284,278.87
431,31250508,83213351,31.417,-83.351,308.4
432,31230913,83113746,31.384,-83.184,255.91
433,31213654,83061659,31.351,-83.1,223.1
434,31254807,83144513,31.418,-83.235,226.38
435,31160109,83114466,31.267,-83.185,249.34
436,31184957,83120320,31.301,-83.2,272.31
437,31191333,83111597,31.317,-83.184,255.91
438,31122487,83114110,31.201,-83.184,229.66
439,31115402,83071448,31.185,-83.117,223.1
440,31080099,83132240,31.133,-83.217,239.5
441,31154344,83214414,31.251,-83.351,236.22
442,31214494,83192840,31.351,-83.317,265.75
443,31202054,83185029,31.334,-83.301,242.78
444,31234034,83074393,31.384,-83.118,259.19
445,31202523,83211159,31.334,-83.35,298.56
446,31194688,83261136,31.318,-83.434,285.43
447,31213981,83254209,31.351,-83.418,301.84
448,31042604,83121771,31.067,-83.2,213.25
449,31093600,83025769,31.151,-83.035,190.29
450,31111050,83104605,31.184,-83.168,236.22
451,31102488,83065468,31.167,-83.102,232.94
452,31092458,83022198,31.151,-83.034,206.69
453,32454478,83394197,32.751,-83.651,324.8
454,32454464,83394111,32.751,-83.651,324.8
455,32455666,83393927,32.752,-83.651,334.65
456,32455644,83393844,32.752,-83.651,334.65
457,32460444,83393722,32.767,-83.651,285.43
458,32460433,83393643,32.767,-83.651,285.43
459,32460796,83393546,32.767,-83.651,285.43
460,32460814,83393621,32.767,-83.651,285.43
461,32523800,83363394,32.868,-83.601,357.61
462,32480478,83300236,32.8,-83.5,360.89
463,32504668,83354380,32.835,-83.585,324.8
464,32504625,83354423,32.835,-83.585,324.8
465,32501969,83371283,32.834,-83.617,301.84
466,32502734,83384560,32.834,-83.635,423.23
467,32502335,83384905,32.834,-83.635,423.23
468,32530596,83440150,32.883,-83.733,439.63
469,32475628,83452314,32.785,-83.751,380.58
470,32475570,83452277,32.785,-83.751,380.58
471,32485083,83392102,32.801,-83.651,426.51
472,32503067,83372830,32.834,-83.617,301.84
473,32483355,83453016,32.801,-83.751,390.42
474,32490469,83434479,32.817,-83.718,419.95
475,32434773,83391914,32.718,-83.651,374.02
476,32444761,83391998,32.735,-83.651,370.73
477,32452415,83394280,32.751,-83.651,324.8
478,32513738,83354889,32.851,-83.585,337.93
479,32535949,83470927,32.885,-83.784,479.0
480,32515616,83501722,32.852,-83.834,367.45
481,32495966,83440012,32.818,-83.733,544.62
482,32491380,83413361,32.817,-83.684,354.33
483,32495790,83390921,32.818,-83.65,426.51
484,32481263,83340750,32.8,-83.567,311.68
485,32481216,83340663,32.8,-83.567,311.68
486,32510662,83383015,32.85,-83.634,337.93
487,32465462,83403968,32.768,-83.668,318.24
488,32400743,83372090,32.667,-83.617,291.99
489,32400782,83371693,32.667,-83.617,291.99
490,32431200,83390414,32.717,-83.65,374.02
491,32431113,83390435,32.717,-83.65,374.02
492,32503102,83394467,32.834,-83.651,479.0
493,32521146,83452869,32.867,-83.751,452.76
494,32474927,83451839,32.785,-83.751,380.58
495,32513304,83444732,32.851,-83.735,433.07
496,32513974,83444045,32.851,-83.734,393.7
497,32540064,83444657,32.9,-83.735,528.22
498,32554130,83435340,32.918,-83.718,429.79
499,32560091,83433116,32.933,-83.718,426.51
500,32454626,83421368,32.751,-83.7,439.63
501,32454867,83421717,32.751,-83.7,439.63
502,32455652,83420547,32.752,-83.7,413.39
503,32455763,83420795,32.752,-83.7,413.39
504,32461340,83414359,32.767,-83.685,295.28
505,32470592,83402210,32.783,-83.667,288.71
506,32471856,83400584,32.784,-83.667,298.56
507,32472688,83400123,32.784,-83.667,298.56
508,32481062,83393193,32.8,-83.651,423.23
509,32491207,83392125,32.817,-83.651,429.79
510,32501169,83385829,32.834,-83.635,423.23
511,32512379,83382421,32.851,-83.634,305.12
512,32512685,83382940,32.851,-83.634,305.12
513,32514755,83390333,32.851,-83.65,436.35
514,32514636,83390214,32.851,-83.65,436.35
515,32534441,83404836,32.885,-83.668,419.95
516,32550966,83423286,32.917,-83.701,354.33
517,32550793,83423211,32.917,-83.701,354.33
518,32552322,83430753,32.917,-83.717,403.54
519,32552180,83430738,32.917,-83.717,403.54
520,32511666,83382450,32.85,-83.634,337.93
521,32511605,83381359,32.85,-83.634,337.93
522,32511963,83381776,32.851,-83.634,305.12
523,32511336,83380442,32.85,-83.633,314.96
524,32511659,83380564,32.85,-83.633,314.96
525,32505052,83373642,32.835,-83.618,298.56
526,32505119,83373582,32.835,-83.618,298.56
527,32502302,83371041,32.834,-83.617,301.84
528,32502364,83370994,32.834,-83.617,301.84
529,32494550,83361760,32.818,-83.6,278.87
530,32494596,83361666,32.818,-83.6,278.87
531,32492931,83355503,32.817,-83.585,305.12
532,32492971,83355394,32.817,-83.585,305.12
533,32490847,83351863,32.817,-83.584,305.12
534,32490930,83351802,32.817,-83.584,305.12
535,32485551,83345598,32.802,-83.568,324.8
536,32485616,83345520,32.802,-83.568,324.8
537,32475920,83341052,32.785,-83.567,314.96
538,32480021,83340987,32.8,-83.567,311.68
539,32455580,83423945,32.752,-83.701,419.95
540,32455587,83423765,32.752,-83.701,419.95
541,32461477,83423751,32.767,-83.701,305.12
542,32461473,83423938,32.767,-83.701,305.12
543,32483499,83433261,32.801,-83.718,377.3
544,32514152,83445638,32.851,-83.735,433.07
545,32462500,83332780,32.767,-83.551,475.72
546,32500332,83485416,32.833,-83.802,439.63
547,32495336,83474963,32.818,-83.785,439.63
548,32495295,83465866,32.818,-83.768,396.98
549,32495281,83461824,32.818,-83.767,406.82
550,32495268,83460154,32.818,-83.767,406.82
551,32552654,83430637,32.917,-83.717,403.54
552,32494612,83391872,32.818,-83.651,423.23
553,32551293,83415998,32.917,-83.685,413.39
554,32525296,83464368,32.868,-83.768,413.39
555,32485972,83392134,32.802,-83.651,442.91
556,32472094,83402456,32.784,-83.667,298.56
557,32500340,83421108,32.833,-83.7,364.17
558,32493282,83392564,32.818,-83.651,423.23
559,32500348,83390475,32.833,-83.65,472.44
560,32495921,83383718,32.818,-83.634,341.21
561,32533580,83405642,32.884,-83.668,400.26
562,32505014,83383244,32.835,-83.634,383.86
563,32510806,83353598,32.85,-83.584,341.21
564,32464896,83390436,32.768,-83.65,301.84
565,32463082,83380751,32.768,-83.634,298.56
566,32483967,83392192,32.801,-83.651,426.51
567,32473982,83383240,32.784,-83.634,288.71
568,32504415,83374224,32.835,-83.618,298.56
569,32531827,83402784,32.884,-83.667,390.42
570,32485493,83411744,32.802,-83.684,331.36
571,32485558,83411737,32.802,-83.684,331.36
572,32520084,83465976,32.867,-83.768,429.79
573,32513711,83412742,32.851,-83.684,505.25
574,32513906,83450298,32.851,-83.75,469.16
575,32504365,83382968,32.835,-83.634,383.86
576,32551863,83422790,32.917,-83.701,354.33
577,32531701,83412983,32.884,-83.684,469.16
578,32493262,83375318,32.818,-83.618,288.71
579,32431048,83463244,32.717,-83.768,334.65
580,32482144,83403879,32.801,-83.668,370.73
581,32444016,83430706,32.734,-83.717,439.63
582,32524803,83460871,32.868,-83.767,429.79
583,32534261,83405081,32.885,-83.668,419.95
584,32452502,83422952,32.751,-83.701,436.35
585,32453004,83423155,32.751,-83.701,436.35
586,32452034,83424107,32.751,-83.701,436.35
587,32452802,83423340,32.751,-83.701,436.35
588,32551527,83423565,32.917,-83.701,354.33
589,32425919,83434719,32.702,-83.718,367.45
590,32525232,83400620,32.868,-83.667,419.95
591,32522566,83394434,32.867,-83.651,314.96
592,32541011,83411183,32.9,-83.684,324.8
593,32270381,83165368,32.45,-83.268,364.17
594,32342298,83141374,32.567,-83.234,439.63
595,32275382,83165304,32.451,-83.268,351.05
596,32320538,83115856,32.533,-83.185,390.42
597,32224209,83204329,32.368,-83.335,354.33
598,32214528,83241753,32.351,-83.4,328.08
599,32270795,83270817,32.45,-83.45,341.21
600,32253896,83271465,32.418,-83.45,360.89
601,32242314,83152797,32.401,-83.251,347.77
602,32253384,83160858,32.418,-83.267,318.24
603,31055222,82002120,31.085,-82.001,108.27
604,31164098,81574176,31.268,-81.951,82.02
605,31170085,81573636,31.283,-81.951,52.49
606,31173984,81572577,31.284,-81.951,52.49
